#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1p(MeV)            S2p(MeV)
   58  106   1285.544 0.180D+01    16.195 0.132D+00    30.509 0.263D+00
   59  106   1299.148 0.145D+01    13.608 0.112D+00    29.803 0.242D+00
   60  106   1314.337 0.122D+01    15.192 0.833D-01    28.800 0.193D+00
   61  106   1326.708 0.102D+01    12.373 0.629D-01    27.565 0.142D+00
   62  106   1340.486 0.812D+00    13.778 0.539D-01    26.151 0.114D+00
   63  106   1351.433 0.648D+00    10.946 0.456D-01    24.724 0.980D-01
   64  106   1363.791 0.530D+00    12.356 0.370D-01    23.302 0.808D-01
   65  106   1373.377 0.453D+00     9.582 0.302D-01    21.939 0.640D-01
   66  106   1384.468 0.393D+00    11.088 0.263D-01    20.671 0.528D-01
   67  106   1392.904 0.343D+00     8.433 0.248D-01    19.521 0.486D-01
   68  106   1402.865 0.320D+00     9.958 0.238D-01    18.391 0.476D-01
   69  106   1410.158 0.321D+00     7.292 0.201D-01    17.250 0.433D-01
   70  106   1418.884 0.317D+00     8.725 0.163D-01    16.017 0.351D-01
   71  106   1424.918 0.299D+00     6.034 0.158D-01    14.759 0.305D-01
   72  106   1432.536 0.279D+00     7.618 0.170D-01    13.652 0.316D-01
   73  106   1437.626 0.272D+00     5.090 0.192D-01    12.709 0.350D-01
   74  106   1444.286 0.282D+00     6.662 0.208D-01    11.752 0.392D-01
   75  106   1448.413 0.295D+00     4.127 0.188D-01    10.788 0.389D-01
   76  106   1454.105 0.289D+00     5.693 0.149D-01     9.820 0.322D-01
   77  106   1457.157 0.268D+00     3.051 0.163D-01     8.745 0.291D-01
   78  106   1461.740 0.263D+00     4.583 0.189D-01     7.635 0.344D-01
   79  106   1463.787 0.289D+00     2.047 0.177D-01     6.630 0.361D-01
   80  106   1467.368 0.321D+00     3.581 0.139D-01     5.628 0.310D-01
   81  106   1468.207 0.335D+00     0.840 0.109D-01     4.421 0.235D-01
   82  106   1470.878 0.319D+00     2.671 0.134D-01     3.510 0.223D-01
   83  106   1470.500 0.284D+00    -0.377 0.217D-01     2.293 0.342D-01
   84  106   1472.003 0.287D+00     1.502 0.329D-01     1.125 0.542D-01
   85  106   1470.971 0.409D+00    -1.032 0.447D-01     0.470 0.774D-01
   86  106   1471.808 0.642D+00     0.837 0.557D-01    -0.195 0.100D+00
   87  106   1470.157 0.939D+00    -1.652 0.642D-01    -0.815 0.120D+00
   88  106   1470.337 0.127D+01     0.179 0.690D-01    -1.473 0.133D+00
   89  106   1468.055 0.159D+01    -2.282 0.690D-01    -2.103 0.138D+00
   90  106   1467.577 0.189D+01    -0.479 0.642D-01    -2.761 0.133D+00
   91  106   1464.731 0.212D+01    -2.845 0.561D-01    -3.324 0.119D+00
   92  106   1463.477 0.227D+01    -1.254 0.507D-01    -4.098 0.104D+00
   40  107    909.116 0.473D+01     0.000 0.000D+00     0.000 0.000D+00
   41  107    936.838 0.484D+01    27.719 0.956D-01     0.000 0.000D+00
   42  107    965.079 0.487D+01    28.239 0.741D-01    55.957 0.166D+00
   43  107    991.167 0.477D+01    26.087 0.652D-01    54.325 0.132D+00
   44  107   1017.815 0.451D+01    26.646 0.826D-01    52.733 0.141D+00
   45  107   1042.124 0.415D+01    24.309 0.114D+00    50.955 0.193D+00
   46  107   1067.017 0.380D+01    24.893 0.144D+00    49.202 0.257D+00
   47  107   1089.661 0.363D+01    22.645 0.168D+00    47.538 0.312D+00
   48  107   1112.874 0.376D+01    23.215 0.183D+00    45.860 0.351D+00
   49  107   1133.655 0.418D+01    20.784 0.186D+00    43.999 0.368D+00
   50  107   1155.026 0.473D+01    21.374 0.173D+00    42.158 0.358D+00
   51  107   1173.212 0.520D+01    18.189 0.144D+00    39.563 0.315D+00
   52  107   1192.000 0.540D+01    18.791 0.111D+00    36.980 0.249D+00
   53  107   1208.519 0.524D+01    16.522 0.108D+00    35.314 0.204D+00
   54  107   1225.719 0.478D+01    17.202 0.132D+00    33.725 0.231D+00
   55  107   1240.816 0.416D+01    15.099 0.135D+00    32.301 0.262D+00
   56  107   1256.950 0.346D+01    16.136 0.130D+00    31.235 0.257D+00
   57  107   1271.400 0.274D+01    14.452 0.135D+00    30.588 0.260D+00
   58  107   1287.428 0.211D+01    16.031 0.139D+00    30.483 0.272D+00
   59  107   1301.555 0.167D+01    14.130 0.127D+00    30.161 0.264D+00
   60  107   1316.677 0.141D+01    15.126 0.993D-01    29.256 0.224D+00
   61  107   1329.632 0.119D+01    12.956 0.737D-01    28.082 0.169D+00
   62  107   1343.428 0.968D+00    13.797 0.611D-01    26.753 0.131D+00
   63  107   1354.942 0.767D+00    11.512 0.528D-01    25.310 0.112D+00
   64  107   1367.306 0.614D+00    12.363 0.436D-01    23.875 0.947D-01
   65  107   1377.422 0.512D+00    10.113 0.352D-01    22.476 0.761D-01
   66  107   1388.494 0.442D+00    11.069 0.283D-01    21.182 0.596D-01
   67  107   1397.414 0.376D+00     8.917 0.252D-01    19.986 0.504D-01
   68  107   1407.378 0.328D+00     9.961 0.247D-01    18.878 0.483D-01
   69  107   1415.161 0.314D+00     7.781 0.225D-01    17.742 0.466D-01
   70  107   1424.006 0.313D+00     8.844 0.181D-01    16.625 0.397D-01
   71  107   1430.724 0.301D+00     6.718 0.158D-01    15.562 0.324D-01
   72  107   1438.579 0.283D+00     7.855 0.162D-01    14.573 0.307D-01
   73  107   1444.138 0.270D+00     5.560 0.176D-01    13.415 0.327D-01
   74  107   1450.877 0.271D+00     6.740 0.200D-01    12.299 0.365D-01
   75  107   1455.425 0.286D+00     4.549 0.204D-01    11.289 0.397D-01
   76  107   1461.192 0.293D+00     5.767 0.169D-01    10.316 0.364D-01
   77  107   1464.662 0.277D+00     3.471 0.149D-01     9.238 0.295D-01
   78  107   1469.348 0.258D+00     4.686 0.180D-01     8.156 0.314D-01
   79  107   1471.805 0.270D+00     2.457 0.192D-01     7.142 0.367D-01
   80  107   1475.478 0.303D+00     3.674 0.164D-01     6.131 0.350D-01
   81  107   1476.692 0.329D+00     1.214 0.125D-01     4.888 0.279D-01
   82  107   1479.319 0.329D+00     2.627 0.118D-01     3.841 0.224D-01
   83  107   1479.421 0.303D+00     0.103 0.176D-01     2.730 0.280D-01
   84  107   1480.909 0.283D+00     1.488 0.277D-01     1.591 0.447D-01
   85  107   1480.320 0.347D+00    -0.590 0.396D-01     0.898 0.670D-01
   86  107   1481.157 0.534D+00     0.837 0.516D-01     0.247 0.911D-01
   87  107   1479.915 0.810D+00    -1.243 0.622D-01    -0.406 0.114D+00
   88  107   1480.125 0.114D+01     0.209 0.699D-01    -1.034 0.132D+00
   89  107   1478.235 0.148D+01    -1.890 0.733D-01    -1.681 0.143D+00
   90  107   1477.804 0.182D+01    -0.432 0.717D-01    -2.322 0.145D+00
   91  107   1475.273 0.211D+01    -2.531 0.653D-01    -2.963 0.136D+00
   92  107   1474.264 0.233D+01    -1.009 0.566D-01    -3.540 0.121D+00
   40  108    906.900 0.493D+01     0.000 0.000D+00     0.000 0.000D+00
   41  108    934.481 0.502D+01    27.578 0.966D-01     0.000 0.000D+00
   42  108    963.643 0.501D+01    29.159 0.747D-01    56.737 0.167D+00
   43  108    989.609 0.486D+01    25.965 0.697D-01    55.123 0.136D+00
   44  108   1017.130 0.456D+01    27.519 0.903D-01    53.484 0.154D+00
   45  108   1041.339 0.417D+01    24.208 0.121D+00    51.727 0.209D+00
   46  108   1067.067 0.381D+01    25.729 0.151D+00    49.937 0.271D+00
   47  108   1089.626 0.364D+01    22.560 0.173D+00    48.289 0.324D+00
   48  108   1113.636 0.380D+01    24.012 0.188D+00    46.572 0.361D+00
   49  108   1134.348 0.427D+01    20.714 0.191D+00    44.727 0.378D+00
   50  108   1156.492 0.488D+01    22.147 0.181D+00    42.862 0.371D+00
   51  108   1174.651 0.542D+01    18.162 0.154D+00    40.309 0.333D+00
   52  108   1194.177 0.571D+01    19.530 0.118D+00    37.692 0.267D+00
   53  108   1210.661 0.563D+01    16.487 0.105D+00    36.017 0.208D+00
   54  108   1228.539 0.521D+01    17.881 0.129D+00    34.368 0.222D+00
   55  108   1243.552 0.459D+01    15.015 0.137D+00    32.896 0.260D+00
   56  108   1260.257 0.389D+01    16.707 0.132D+00    31.723 0.263D+00
   57  108   1274.448 0.316D+01    14.194 0.138D+00    30.901 0.265D+00
   58  108   1290.693 0.246D+01    16.247 0.145D+00    30.441 0.280D+00
   59  108   1304.701 0.193D+01    14.011 0.139D+00    30.258 0.282D+00
   60  108   1320.371 0.160D+01    15.673 0.116D+00    29.684 0.254D+00
   61  108   1333.329 0.138D+01    12.959 0.874D-01    28.632 0.200D+00
   62  108   1347.713 0.114D+01    14.385 0.694D-01    27.344 0.152D+00
   63  108   1359.265 0.913D+00    11.552 0.601D-01    25.937 0.127D+00
   64  108   1372.201 0.721D+00    12.934 0.509D-01    24.486 0.109D+00
   65  108   1382.342 0.585D+00    10.139 0.417D-01    23.072 0.902D-01
   66  108   1393.928 0.498D+00    11.583 0.324D-01    21.721 0.706D-01
   67  108   1402.850 0.424D+00     8.919 0.265D-01    20.501 0.555D-01
   68  108   1413.289 0.355D+00    10.437 0.251D-01    19.355 0.493D-01
   69  108   1421.102 0.316D+00     7.811 0.243D-01    18.247 0.486D-01
   70  108   1430.937 0.308D+00     9.833 0.206D-01    17.644 0.443D-01
   71  108   1437.733 0.301D+00     6.796 0.168D-01    16.629 0.360D-01
   72  108   1446.086 0.286D+00     8.353 0.160D-01    15.149 0.312D-01
   73  108   1451.741 0.270D+00     5.655 0.167D-01    14.008 0.314D-01
   74  108   1458.945 0.264D+00     7.205 0.184D-01    12.860 0.338D-01
   75  108   1463.588 0.274D+00     4.644 0.205D-01    11.849 0.380D-01
   76  108   1469.786 0.288D+00     6.199 0.192D-01    10.843 0.391D-01
   77  108   1473.353 0.284D+00     3.567 0.153D-01     9.767 0.330D-01
   78  108   1478.470 0.262D+00     5.117 0.162D-01     8.684 0.290D-01
   79  108   1481.039 0.254D+00     2.569 0.193D-01     7.686 0.346D-01
   80  108   1485.130 0.279D+00     4.091 0.186D-01     6.660 0.374D-01
   81  108   1486.593 0.313D+00     1.463 0.148D-01     5.554 0.327D-01
   82  108   1489.590 0.329D+00     2.998 0.119D-01     4.461 0.253D-01
   83  108   1489.666 0.318D+00     0.076 0.145D-01     3.074 0.246D-01
   84  108   1491.632 0.293D+00     1.966 0.228D-01     2.042 0.363D-01
   85  108   1491.036 0.311D+00    -0.596 0.340D-01     1.370 0.564D-01
   86  108   1492.304 0.444D+00     1.268 0.464D-01     0.671 0.802D-01
   87  108   1491.071 0.684D+00    -1.234 0.584D-01     0.034 0.105D+00
   88  108   1491.688 0.996D+00     0.617 0.684D-01    -0.617 0.127D+00
   89  108   1489.838 0.135D+01    -1.851 0.750D-01    -1.234 0.143D+00
   90  108   1489.799 0.171D+01    -0.040 0.770D-01    -1.891 0.152D+00
   91  108   1487.327 0.205D+01    -2.473 0.737D-01    -2.513 0.150D+00
   92  108   1486.623 0.233D+01    -0.703 0.659D-01    -3.176 0.139D+00
   40  109    903.283 0.514D+01     0.000 0.000D+00     0.000 0.000D+00
   41  109    931.786 0.520D+01    28.499 0.962D-01     0.000 0.000D+00
   42  109    960.787 0.515D+01    28.999 0.756D-01    57.498 0.167D+00
   43  109    987.620 0.495D+01    26.831 0.753D-01    55.829 0.143D+00
   44  109   1014.992 0.460D+01    27.370 0.983D-01    54.200 0.168D+00
   45  109   1040.036 0.418D+01    25.043 0.129D+00    52.413 0.225D+00
   46  109   1065.616 0.382D+01    25.580 0.156D+00    50.624 0.284D+00
   47  109   1088.966 0.367D+01    23.351 0.177D+00    48.931 0.333D+00
   48  109   1112.859 0.386D+01    23.894 0.191D+00    47.245 0.368D+00
   49  109   1134.346 0.436D+01    21.490 0.195D+00    45.385 0.386D+00
   50  109   1156.399 0.501D+01    22.057 0.187D+00    43.547 0.382D+00
   51  109   1175.299 0.563D+01    18.903 0.163D+00    40.960 0.349D+00
   52  109   1194.764 0.601D+01    19.469 0.126D+00    38.372 0.286D+00
   53  109   1211.948 0.602D+01    17.187 0.104D+00    36.656 0.217D+00
   54  109   1229.754 0.565D+01    17.809 0.124D+00    34.996 0.214D+00
   55  109   1245.388 0.505D+01    15.637 0.137D+00    33.446 0.255D+00
   56  109   1261.952 0.436D+01    16.566 0.134D+00    32.202 0.265D+00
   57  109   1276.669 0.361D+01    14.719 0.139D+00    31.285 0.269D+00
   58  109   1292.565 0.286D+01    15.899 0.149D+00    30.618 0.285D+00
   59  109   1306.808 0.223D+01    14.246 0.150D+00    30.144 0.297D+00
   60  109   1322.371 0.182D+01    15.566 0.133D+00    29.812 0.281D+00
   61  109   1335.879 0.157D+01    13.510 0.104D+00    29.076 0.234D+00
   62  109   1350.257 0.133D+01    14.379 0.798D-01    27.889 0.179D+00
   63  109   1362.393 0.108D+01    12.136 0.677D-01    26.515 0.143D+00
   64  109   1375.334 0.854D+00    12.940 0.585D-01    25.075 0.124D+00
   65  109   1386.007 0.677D+00    10.670 0.490D-01    23.610 0.105D+00
   66  109   1397.582 0.563D+00    11.572 0.385D-01    22.242 0.844D-01
   67  109   1406.975 0.480D+00     9.390 0.297D-01    20.962 0.647D-01
   68  109   1417.404 0.399D+00    10.427 0.258D-01    19.817 0.526D-01
   69  109   1426.188 0.336D+00     8.781 0.254D-01    19.207 0.499D-01
   70  109   1436.080 0.309D+00     9.891 0.231D-01    18.672 0.479D-01
   71  109   1443.356 0.301D+00     7.275 0.187D-01    17.166 0.408D-01
   72  109   1451.765 0.288D+00     8.408 0.163D-01    15.683 0.334D-01
   73  109   1457.909 0.271D+00     6.145 0.164D-01    14.553 0.314D-01
   74  109   1465.186 0.261D+00     7.277 0.171D-01    13.422 0.322D-01
   75  109   1470.279 0.263D+00     5.095 0.193D-01    12.371 0.352D-01
   76  109   1476.540 0.277D+00     6.262 0.205D-01    11.357 0.390D-01
   77  109   1480.541 0.286D+00     4.001 0.174D-01    10.263 0.370D-01
   78  109   1485.737 0.270D+00     5.196 0.148D-01     9.197 0.299D-01
   79  109   1488.728 0.249D+00     2.992 0.180D-01     8.188 0.310D-01
   80  109   1492.910 0.256D+00     4.182 0.199D-01     7.174 0.373D-01
   81  109   1494.777 0.289D+00     1.867 0.173D-01     6.049 0.367D-01
   82  109   1497.870 0.317D+00     3.093 0.135D-01     4.960 0.298D-01
   83  109   1498.303 0.322D+00     0.434 0.129D-01     3.527 0.246D-01
   84  109   1500.219 0.306D+00     1.916 0.185D-01     2.350 0.300D-01
   85  109   1500.078 0.300D+00    -0.141 0.284D-01     1.776 0.462D-01
   86  109   1501.328 0.377D+00     1.250 0.406D-01     1.109 0.686D-01
   87  109   1500.524 0.570D+00    -0.804 0.533D-01     0.445 0.936D-01
   88  109   1501.140 0.853D+00     0.615 0.650D-01    -0.189 0.118D+00
   89  109   1499.688 0.120D+01    -1.453 0.743D-01    -0.838 0.139D+00
   90  109   1499.668 0.157D+01    -0.021 0.797D-01    -1.474 0.154D+00
   91  109   1497.578 0.194D+01    -2.090 0.801D-01    -2.111 0.160D+00
   92  109   1496.934 0.228D+01    -0.645 0.751D-01    -2.735 0.155D+00
   40  110    900.847 0.536D+01     0.000 0.000D+00     0.000 0.000D+00
   41  110    929.201 0.538D+01    28.351 0.948D-01     0.000 0.000D+00
   42  110    959.122 0.527D+01    29.918 0.770D-01    58.269 0.166D+00
   43  110    985.830 0.501D+01    26.705 0.817D-01    56.623 0.151D+00
   44  110   1014.069 0.463D+01    28.238 0.106D+00    54.942 0.184D+00
   45  110   1038.985 0.419D+01    24.915 0.135D+00    53.153 0.240D+00
   46  110   1065.404 0.383D+01    26.419 0.161D+00    51.334 0.295D+00
   47  110   1088.651 0.371D+01    23.248 0.180D+00    49.666 0.341D+00
   48  110   1113.342 0.392D+01    24.693 0.193D+00    47.940 0.373D+00
   49  110   1134.741 0.445D+01    21.402 0.198D+00    46.094 0.391D+00
   50  110   1157.570 0.515D+01    22.833 0.192D+00    44.234 0.390D+00
   51  110   1176.418 0.582D+01    18.852 0.171D+00    41.685 0.363D+00
   52  110   1196.632 0.628D+01    20.218 0.136D+00    39.070 0.304D+00
   53  110   1213.768 0.638D+01    17.140 0.106D+00    37.358 0.230D+00
   54  110   1232.259 0.608D+01    18.495 0.118D+00    35.635 0.208D+00
   55  110   1247.826 0.552D+01    15.570 0.135D+00    34.065 0.246D+00
   56  110   1264.983 0.484D+01    17.159 0.134D+00    32.729 0.263D+00
   57  110   1279.571 0.409D+01    14.589 0.140D+00    31.749 0.270D+00
   58  110   1295.989 0.331D+01    16.420 0.152D+00    31.010 0.289D+00
   59  110   1309.946 0.259D+01    13.959 0.158D+00    30.379 0.307D+00
   60  110   1325.720 0.208D+01    15.777 0.148D+00    29.736 0.304D+00
   61  110   1339.186 0.177D+01    13.468 0.122D+00    29.245 0.268D+00
   62  110   1354.151 0.152D+01    14.967 0.932D-01    28.435 0.211D+00
   63  110   1366.302 0.127D+01    12.151 0.762D-01    27.119 0.165D+00
   64  110   1379.825 0.101D+01    13.522 0.662D-01    25.673 0.139D+00
   65  110   1390.516 0.793D+00    10.688 0.568D-01    24.210 0.121D+00
   66  110   1402.617 0.641D+00    12.098 0.460D-01    22.787 0.999D-01
   67  110   1412.143 0.543D+00     9.523 0.348D-01    21.621 0.773D-01
   68  110   1423.469 0.455D+00    11.323 0.278D-01    20.846 0.596D-01
   69  110   1432.274 0.374D+00     8.803 0.261D-01    20.126 0.519D-01
   70  110   1442.644 0.322D+00    10.368 0.251D-01    19.171 0.505D-01
   71  110   1449.969 0.303D+00     7.323 0.213D-01    17.690 0.456D-01
   72  110   1458.886 0.291D+00     8.917 0.175D-01    16.240 0.373D-01
   73  110   1465.121 0.273D+00     6.235 0.166D-01    15.152 0.326D-01
   74  110   1472.886 0.259D+00     7.765 0.167D-01    14.000 0.321D-01
   75  110   1478.067 0.255D+00     5.182 0.178D-01    12.947 0.331D-01
   76  110   1484.785 0.264D+00     6.719 0.202D-01    11.901 0.368D-01
   77  110   1488.867 0.279D+00     4.084 0.196D-01    10.803 0.390D-01
   78  110   1494.499 0.278D+00     5.632 0.155D-01     9.716 0.337D-01
   79  110   1497.602 0.254D+00     3.103 0.159D-01     8.735 0.287D-01
   80  110   1502.216 0.240D+00     4.615 0.197D-01     7.718 0.344D-01
   81  110   1504.201 0.261D+00     1.985 0.195D-01     6.600 0.387D-01
   82  110   1507.694 0.296D+00     3.493 0.159D-01     5.478 0.347D-01
   83  110   1508.349 0.316D+00     0.655 0.130D-01     4.149 0.275D-01
   84  110   1510.619 0.313D+00     2.271 0.154D-01     2.926 0.266D-01
   85  110   1510.447 0.303D+00    -0.172 0.232D-01     2.098 0.375D-01
   86  110   1512.150 0.336D+00     1.703 0.344D-01     1.531 0.571D-01
   87  110   1511.337 0.475D+00    -0.814 0.472D-01     0.889 0.813D-01
   88  110   1512.370 0.718D+00     1.033 0.600D-01     0.219 0.107D+00
   89  110   1510.915 0.104D+01    -1.456 0.714D-01    -0.423 0.131D+00
   90  110   1511.302 0.141D+01     0.386 0.798D-01    -1.070 0.151D+00
   91  110   1509.232 0.179D+01    -2.071 0.838D-01    -1.685 0.163D+00
   92  110   1508.971 0.217D+01    -0.262 0.825D-01    -2.333 0.166D+00
   40  111    897.040 0.559D+01     0.000 0.000D+00     0.000 0.000D+00
   41  111    926.307 0.555D+01    29.263 0.928D-01     0.000 0.000D+00
   42  111    956.046 0.538D+01    29.736 0.794D-01    59.000 0.166D+00
   43  111    983.626 0.507D+01    27.577 0.888D-01    57.313 0.161D+00
   44  111   1011.701 0.465D+01    28.073 0.114D+00    55.650 0.199D+00
   45  111   1037.447 0.420D+01    25.745 0.141D+00    53.818 0.254D+00
   46  111   1063.711 0.386D+01    26.264 0.165D+00    52.008 0.305D+00
   47  111   1087.741 0.376D+01    24.031 0.182D+00    50.295 0.347D+00
   48  111   1112.306 0.401D+01    24.567 0.194D+00    48.598 0.376D+00
   49  111   1134.483 0.456D+01    22.179 0.200D+00    46.747 0.394D+00
   50  111   1157.204 0.528D+01    22.725 0.196D+00    44.904 0.395D+00
   51  111   1176.788 0.600D+01    19.588 0.178D+00    42.313 0.374D+00
   52  111   1196.909 0.653D+01    20.125 0.145D+00    39.713 0.321D+00
   53  111   1214.759 0.672D+01    17.854 0.110D+00    37.979 0.245D+00
   54  111   1233.181 0.650D+01    18.426 0.113D+00    36.280 0.206D+00
   55  111   1249.381 0.599D+01    16.203 0.132D+00    34.629 0.237D+00
   56  111   1266.414 0.533D+01    17.035 0.133D+00    33.238 0.258D+00
   57  111   1281.555 0.460D+01    15.143 0.139D+00    32.178 0.267D+00
   58  111   1297.816 0.379D+01    16.263 0.153D+00    31.406 0.290D+00
   59  111   1312.280 0.301D+01    14.465 0.164D+00    30.728 0.314D+00
   60  111   1327.888 0.238D+01    15.611 0.161D+00    30.076 0.323D+00
   61  111   1341.628 0.199D+01    13.742 0.140D+00    29.353 0.300D+00
   62  111   1356.393 0.172D+01    14.767 0.110D+00    28.508 0.247D+00
   63  111   1369.050 0.146D+01    12.658 0.866D-01    27.424 0.191D+00
   64  111   1382.611 0.119D+01    13.561 0.744D-01    26.219 0.157D+00
